scanner,rssi,when,position,room
kitchen,-75,2021-11-18 08:27:10.966199,kitchen-1637223993.488225,kitchen
lobby,-87,2021-11-18 08:27:15.800168,kitchen-1637223993.488225,kitchen
lobby,-87,2021-11-18 08:27:34.124781,kitchen-1637224053.476538,kitchen
lobby,-83,2021-11-18 08:27:35.129600,kitchen-1637224053.476538,kitchen
lobby,-87,2021-11-18 08:27:40.880643,kitchen-1637224053.476538,kitchen
lobby,-90,2021-11-18 08:27:58.299701,kitchen-1637224053.476538,kitchen
lobby,-87,2021-11-18 08:28:16.756574,kitchen-1637224053.476538,kitchen
lobby,-88,2021-11-18 08:28:17.729549,kitchen-1637224053.476538,kitchen
lobby,-87,2021-11-18 08:28:29.310682,kitchen-1637224053.476538,kitchen
lobby,-88,2021-11-18 08:28:46.710008,kitchen-1637224053.476538,kitchen
kitchen,-75,2021-11-18 08:27:34.138237,kitchen-1637224053.476538,kitchen
kitchen,-77,2021-11-18 08:27:36.063388,kitchen-1637224053.476538,kitchen
kitchen,-82,2021-11-18 08:27:42.810180,kitchen-1637224053.476538,kitchen
kitchen,-74,2021-11-18 08:28:17.728727,kitchen-1637224053.476538,kitchen
kitchen,-84,2021-11-18 08:28:18.686736,kitchen-1637224053.476538,kitchen
kitchen,-81,2021-11-18 08:28:21.619348,kitchen-1637224053.476538,kitchen
kitchen,-86,2021-11-18 08:28:29.301009,kitchen-1637224053.476538,kitchen
kitchen,-81,2021-11-18 08:28:36.058125,kitchen-1637224053.476538,kitchen
laundry,-92,2021-11-18 08:27:35.132581,kitchen-1637224053.476538,kitchen
laundry,-75,2021-11-18 08:27:37.998235,kitchen-1637224053.476538,kitchen
laundry,-77,2021-11-18 08:27:38.938526,kitchen-1637224053.476538,kitchen
laundry,-85,2021-11-18 08:27:42.813468,kitchen-1637224053.476538,kitchen
laundry,-80,2021-11-18 08:27:50.530819,kitchen-1637224053.476538,kitchen
laundry,-81,2021-11-18 08:27:51.513492,kitchen-1637224053.476538,kitchen
laundry,-80,2021-11-18 08:28:00.217726,kitchen-1637224053.476538,kitchen
laundry,-82,2021-11-18 08:28:07.102245,kitchen-1637224053.476538,kitchen
laundry,-82,2021-11-18 08:28:13.858889,kitchen-1637224053.476538,kitchen
laundry,-80,2021-11-18 08:28:29.302239,kitchen-1637224053.476538,kitchen
laundry,-80,2021-11-18 08:28:31.248834,kitchen-1637224053.476538,kitchen
laundry,-81,2021-11-18 08:28:38.009808,kitchen-1637224053.476538,kitchen
laundry,-80,2021-11-18 08:28:44.762284,kitchen-1637224053.476538,kitchen
extra-1,-84,2021-11-18 08:27:37.006545,kitchen-1637224053.476538,kitchen
extra-1,-88,2021-11-18 08:27:38.008429,kitchen-1637224053.476538,kitchen
extra-1,-83,2021-11-18 08:27:40.873441,kitchen-1637224053.476538,kitchen
extra-1,-88,2021-11-18 08:27:51.519068,kitchen-1637224053.476538,kitchen
extra-1,-83,2021-11-18 08:27:52.473667,kitchen-1637224053.476538,kitchen
extra-1,-87,2021-11-18 08:28:10.969577,kitchen-1637224053.476538,kitchen
extra-1,-84,2021-11-18 08:28:26.442305,kitchen-1637224053.476538,kitchen
bathroom,-91,2021-11-18 08:27:37.997318,kitchen-1637224053.476538,kitchen
bathroom,-91,2021-11-18 08:27:59.300774,kitchen-1637224053.476538,kitchen
bathroom,-96,2021-11-18 08:28:04.216084,kitchen-1637224053.476538,kitchen
bathroom,-94,2021-11-18 08:28:07.091199,kitchen-1637224053.476538,kitchen
bathroom,-93,2021-11-18 08:28:23.505046,kitchen-1637224053.476538,kitchen
bathroom,-93,2021-11-18 08:28:42.823280,kitchen-1637224053.476538,kitchen
bathroom,-92,2021-11-18 08:28:44.766277,kitchen-1637224053.476538,kitchen
guest,-78,2021-11-18 08:27:37.999852,kitchen-1637224053.476538,kitchen
guest,-91,2021-11-18 08:27:53.463141,kitchen-1637224053.476538,kitchen
guest,-88,2021-11-18 08:28:13.847936,kitchen-1637224053.476538,kitchen
guest,-84,2021-11-18 08:28:30.266565,kitchen-1637224053.476538,kitchen
guest,-80,2021-11-18 08:28:38.012175,kitchen-1637224053.476538,kitchen
bedroom,-90,2021-11-18 08:27:51.523378,kitchen-1637224053.476538,kitchen
bedroom,-92,2021-11-18 08:28:08.163656,kitchen-1637224053.476538,kitchen
bedroom,-93,2021-11-18 08:28:12.929578,kitchen-1637224053.476538,kitchen
bedroom,-91,2021-11-18 08:28:14.830627,kitchen-1637224053.476538,kitchen
office,-89,2021-11-18 08:29:31.199829,guest-1637224171.107522,guest
office,-95,2021-11-18 08:29:59.208339,guest-1637224171.107522,guest
kitchen,-76,2021-11-18 08:29:31.202686,guest-1637224171.107522,guest
kitchen,-89,2021-11-18 08:29:32.189173,guest-1637224171.107522,guest
kitchen,-76,2021-11-18 08:29:44.710325,guest-1637224171.107522,guest
kitchen,-76,2021-11-18 08:29:52.459972,guest-1637224171.107522,guest
kitchen,-82,2021-11-18 08:29:53.412551,guest-1637224171.107522,guest
kitchen,-76,2021-11-18 08:29:56.356579,guest-1637224171.107522,guest
kitchen,-79,2021-11-18 08:29:58.287242,guest-1637224171.107522,guest
kitchen,-77,2021-11-18 08:29:59.216648,guest-1637224171.107522,guest
kitchen,-75,2021-11-18 08:30:00.178049,guest-1637224171.107522,guest
kitchen,-77,2021-11-18 08:30:01.158172,guest-1637224171.107522,guest
kitchen,-76,2021-11-18 08:30:02.293351,guest-1637224171.107522,guest
kitchen,-73,2021-11-18 08:30:18.689626,guest-1637224171.107522,guest
kitchen,-73,2021-11-18 08:30:24.501533,guest-1637224171.107522,guest
laundry,-77,2021-11-18 08:29:32.190106,guest-1637224171.107522,guest
laundry,-94,2021-11-18 08:29:53.420400,guest-1637224171.107522,guest
laundry,-92,2021-11-18 08:29:54.410188,guest-1637224171.107522,guest
laundry,-87,2021-11-18 08:30:10.992097,guest-1637224171.107522,guest
guest,-74,2021-11-18 08:29:36.988478,guest-1637224171.107522,guest
guest,-76,2021-11-18 08:29:37.959959,guest-1637224171.107522,guest
guest,-73,2021-11-18 08:29:38.933896,guest-1637224171.107522,guest
guest,-75,2021-11-18 08:29:39.877369,guest-1637224171.107522,guest
guest,-72,2021-11-18 08:29:42.770506,guest-1637224171.107522,guest
guest,-73,2021-11-18 08:29:50.509856,guest-1637224171.107522,guest
guest,-69,2021-11-18 08:29:52.454448,guest-1637224171.107522,guest
guest,-73,2021-11-18 08:29:53.415886,guest-1637224171.107522,guest
guest,-81,2021-11-18 08:29:59.218670,guest-1637224171.107522,guest
guest,-80,2021-11-18 08:30:00.173764,guest-1637224171.107522,guest
guest,-70,2021-11-18 08:30:01.155544,guest-1637224171.107522,guest
guest,-73,2021-11-18 08:30:02.294910,guest-1637224171.107522,guest
guest,-76,2021-11-18 08:30:05.163526,guest-1637224171.107522,guest
guest,-74,2021-11-18 08:30:07.094166,guest-1637224171.107522,guest
guest,-74,2021-11-18 08:30:08.048775,guest-1637224171.107522,guest
guest,-74,2021-11-18 08:30:13.860856,guest-1637224171.107522,guest
guest,-71,2021-11-18 08:30:22.559129,guest-1637224171.107522,guest
extra-1,-95,2021-11-18 08:29:36.995282,guest-1637224171.107522,guest
extra-1,-84,2021-11-18 08:29:43.748080,guest-1637224171.107522,guest
extra-1,-81,2021-11-18 08:29:45.691649,guest-1637224171.107522,guest
extra-1,-81,2021-11-18 08:29:48.582431,guest-1637224171.107522,guest
extra-1,-89,2021-11-18 08:30:13.859926,guest-1637224171.107522,guest
extra-1,-85,2021-11-18 08:30:22.558169,guest-1637224171.107522,guest
extra-1,-87,2021-11-18 08:30:27.377624,guest-1637224171.107522,guest
extra-1,-85,2021-11-18 08:30:29.314365,guest-1637224171.107522,guest
extra-1,-78,2021-11-18 08:30:42.849422,guest-1637224240.792768,guest
extra-1,-82,2021-11-18 08:30:43.855894,guest-1637224240.792768,guest
extra-1,-78,2021-11-18 08:30:48.668725,guest-1637224240.792768,guest
extra-1,-81,2021-11-18 08:30:51.563172,guest-1637224240.792768,guest
extra-1,-81,2021-11-18 08:30:52.498269,guest-1637224240.792768,guest
extra-1,-81,2021-11-18 08:30:53.485487,guest-1637224240.792768,guest
extra-1,-82,2021-11-18 08:30:59.261473,guest-1637224240.792768,guest
extra-1,-82,2021-11-18 08:31:01.275475,guest-1637224240.792768,guest
extra-1,-83,2021-11-18 08:31:30.155609,guest-1637224240.792768,guest
extra-1,-90,2021-11-18 08:31:32.098656,guest-1637224240.792768,guest
extra-1,-92,2021-11-18 08:31:38.845454,guest-1637224240.792768,guest
lobby,-84,2021-11-18 08:30:46.737117,guest-1637224240.792768,guest
lobby,-94,2021-11-18 08:31:27.273952,guest-1637224240.792768,guest
kitchen,-70,2021-11-18 08:30:46.755842,guest-1637224240.792768,guest
kitchen,-74,2021-11-18 08:31:17.654817,guest-1637224240.792768,guest
kitchen,-72,2021-11-18 08:31:30.152676,guest-1637224240.792768,guest
kitchen,-69,2021-11-18 08:31:31.107682,guest-1637224240.792768,guest
kitchen,-75,2021-11-18 08:31:32.097394,guest-1637224240.792768,guest
kitchen,-72,2021-11-18 08:31:35.990317,guest-1637224240.792768,guest
kitchen,-73,2021-11-18 08:31:42.744137,guest-1637224240.792768,guest
kitchen,-73,2021-11-18 08:31:43.659026,guest-1637224240.792768,guest
guest,-69,2021-11-18 08:30:48.681527,guest-1637224240.792768,guest
guest,-84,2021-11-18 08:30:50.623799,guest-1637224240.792768,guest
guest,-75,2021-11-18 08:30:51.550219,guest-1637224240.792768,guest
guest,-74,2021-11-18 08:30:53.481531,guest-1637224240.792768,guest
guest,-74,2021-11-18 08:30:56.352447,guest-1637224240.792768,guest
guest,-74,2021-11-18 08:31:03.839848,guest-1637224240.792768,guest
guest,-76,2021-11-18 08:31:08.841238,guest-1637224240.792768,guest
guest,-75,2021-11-18 08:31:12.118971,guest-1637224240.792768,guest
guest,-74,2021-11-18 08:31:16.546690,guest-1637224240.792768,guest
guest,-79,2021-11-18 08:31:25.337946,guest-1637224240.792768,guest
guest,-74,2021-11-18 08:31:27.284037,guest-1637224240.792768,guest
office,-93,2021-11-18 08:30:51.556094,guest-1637224240.792768,guest
laundry,-86,2021-11-18 08:31:25.337074,guest-1637224240.792768,guest
laundry,-78,2021-11-18 08:31:30.169257,guest-1637224240.792768,guest
laundry,-81,2021-11-18 08:31:31.108479,guest-1637224240.792768,guest
laundry,-81,2021-11-18 08:31:34.041946,guest-1637224240.792768,guest
laundry,-79,2021-11-18 08:31:34.968499,guest-1637224240.792768,guest
laundry,-81,2021-11-18 08:31:36.919964,guest-1637224240.792768,guest
laundry,-82,2021-11-18 08:31:38.849225,guest-1637224240.792768,guest
laundry,-86,2021-11-18 08:32:01.067504,guest-1637224320.916289,guest
laundry,-81,2021-11-18 08:32:07.047390,guest-1637224320.916289,guest
laundry,-83,2021-11-18 08:32:34.049123,guest-1637224320.916289,guest
laundry,-88,2021-11-18 08:32:37.353619,guest-1637224320.916289,guest
kitchen,-72,2021-11-18 08:32:01.068542,guest-1637224320.916289,guest
kitchen,-74,2021-11-18 08:32:02.023747,guest-1637224320.916289,guest
kitchen,-83,2021-11-18 08:32:10.901244,guest-1637224320.916289,guest
kitchen,-73,2021-11-18 08:32:13.774204,guest-1637224320.916289,guest
kitchen,-72,2021-11-18 08:32:18.588093,guest-1637224320.916289,guest
kitchen,-80,2021-11-18 08:32:27.288516,guest-1637224320.916289,guest
kitchen,-74,2021-11-18 08:32:29.230602,guest-1637224320.916289,guest
kitchen,-71,2021-11-18 08:32:30.184810,guest-1637224320.916289,guest
kitchen,-71,2021-11-18 08:32:31.181533,guest-1637224320.916289,guest
kitchen,-72,2021-11-18 08:32:33.118208,guest-1637224320.916289,guest
kitchen,-76,2021-11-18 08:32:40.811941,guest-1637224320.916289,guest
kitchen,-74,2021-11-18 08:32:42.766916,guest-1637224320.916289,guest
kitchen,-76,2021-11-18 08:32:44.697952,guest-1637224320.916289,guest
kitchen,-74,2021-11-18 08:32:46.647061,guest-1637224320.916289,guest
guest,-86,2021-11-18 08:32:01.070415,guest-1637224320.916289,guest
guest,-80,2021-11-18 08:32:06.084902,guest-1637224320.916289,guest
guest,-81,2021-11-18 08:32:13.772068,guest-1637224320.916289,guest
guest,-81,2021-11-18 08:32:15.711612,guest-1637224320.916289,guest
guest,-82,2021-11-18 08:32:17.665058,guest-1637224320.916289,guest
guest,-83,2021-11-18 08:32:18.590071,guest-1637224320.916289,guest
guest,-83,2021-11-18 08:32:27.285914,guest-1637224320.916289,guest
guest,-84,2021-11-18 08:32:29.226762,guest-1637224320.916289,guest
guest,-84,2021-11-18 08:32:30.176116,guest-1637224320.916289,guest
guest,-86,2021-11-18 08:32:44.698618,guest-1637224320.916289,guest
extra-1,-90,2021-11-18 08:32:02.236240,guest-1637224320.916289,guest
extra-1,-90,2021-11-18 08:32:13.770557,guest-1637224320.916289,guest
extra-1,-91,2021-11-18 08:32:22.485776,guest-1637224320.916289,guest
extra-1,-90,2021-11-18 08:32:36.006101,guest-1637224320.916289,guest
extra-1,-94,2021-11-18 08:32:36.933217,guest-1637224320.916289,guest
extra-1,-90,2021-11-18 08:32:37.940511,guest-1637224320.916289,guest
extra-1,-89,2021-11-18 08:32:40.811256,guest-1637224320.916289,guest
extra-1,-90,2021-11-18 08:32:46.678789,guest-1637224320.916289,guest
lobby,-94,2021-11-18 08:32:18.581958,guest-1637224320.916289,guest
lobby,-91,2021-11-18 08:32:44.691285,guest-1637224320.916289,guest
guest,-76,2021-11-18 08:33:40.813805,guest-1637224418.349517,guest
guest,-79,2021-11-18 08:33:43.707278,guest-1637224418.349517,guest
guest,-76,2021-11-18 08:33:44.737037,guest-1637224418.349517,guest
guest,-75,2021-11-18 08:33:46.643146,guest-1637224418.349517,guest
guest,-74,2021-11-18 08:33:55.347691,guest-1637224418.349517,guest
guest,-80,2021-11-18 08:33:56.269227,guest-1637224418.349517,guest
guest,-81,2021-11-18 08:33:58.215096,guest-1637224418.349517,guest
guest,-76,2021-11-18 08:34:01.095048,guest-1637224418.349517,guest
guest,-76,2021-11-18 08:34:07.020965,guest-1637224418.349517,guest
guest,-80,2021-11-18 08:34:20.537506,guest-1637224418.349517,guest
guest,-85,2021-11-18 08:34:25.364259,guest-1637224418.349517,guest
guest,-90,2021-11-18 08:34:26.374907,guest-1637224418.349517,guest
guest,-85,2021-11-18 08:34:34.072040,guest-1637224418.349517,guest
guest,-88,2021-11-18 08:34:36.010972,guest-1637224418.349517,guest
guest,-92,2021-11-18 08:34:37.024486,guest-1637224418.349517,guest
guest,-89,2021-11-18 08:34:37.957106,guest-1637224418.349517,guest
guest,-84,2021-11-18 08:34:48.601036,guest-1637224418.349517,guest
guest,-86,2021-11-18 08:34:49.520647,guest-1637224418.349517,guest
lobby,-92,2021-11-18 08:33:40.815673,guest-1637224418.349517,guest
lobby,-92,2021-11-18 08:33:44.715520,guest-1637224418.349517,guest
lobby,-91,2021-11-18 08:33:56.268410,guest-1637224418.349517,guest
lobby,-95,2021-11-18 08:34:13.783280,guest-1637224418.349517,guest
lobby,-92,2021-11-18 08:34:27.297073,guest-1637224418.349517,guest
lobby,-92,2021-11-18 08:34:37.955637,guest-1637224418.349517,guest
kitchen,-77,2021-11-18 08:33:40.826041,guest-1637224418.349517,guest
kitchen,-82,2021-11-18 08:33:44.714868,guest-1637224418.349517,guest
kitchen,-92,2021-11-18 08:33:53.406341,guest-1637224418.349517,guest
kitchen,-79,2021-11-18 08:34:00.177507,guest-1637224418.349517,guest
kitchen,-76,2021-11-18 08:34:07.024242,guest-1637224418.349517,guest
kitchen,-80,2021-11-18 08:34:36.421990,guest-1637224418.349517,guest
kitchen,-82,2021-11-18 08:34:37.956401,guest-1637224418.349517,guest
kitchen,-80,2021-11-18 08:34:41.838614,guest-1637224418.349517,guest
kitchen,-88,2021-11-18 08:34:48.540808,guest-1637224418.349517,guest
kitchen,-75,2021-11-18 08:34:49.520237,guest-1637224418.349517,guest
laundry,-85,2021-11-18 08:33:47.579533,guest-1637224418.349517,guest
laundry,-83,2021-11-18 08:34:01.088419,guest-1637224418.349517,guest
laundry,-78,2021-11-18 08:34:05.090883,guest-1637224418.349517,guest
laundry,-86,2021-11-18 08:34:07.021757,guest-1637224418.349517,guest
laundry,-83,2021-11-18 08:34:13.780338,guest-1637224418.349517,guest
laundry,-80,2021-11-18 08:34:27.310842,guest-1637224418.349517,guest
bathroom,-93,2021-11-18 08:33:56.281972,guest-1637224418.349517,guest
extra-1,-91,2021-11-18 08:34:01.082374,guest-1637224418.349517,guest
extra-1,-86,2021-11-18 08:34:05.088114,guest-1637224418.349517,guest
extra-1,-90,2021-11-18 08:34:21.498639,guest-1637224418.349517,guest
extra-1,-91,2021-11-18 08:34:24.437851,guest-1637224418.349517,guest
extra-1,-96,2021-11-18 08:34:27.311519,guest-1637224418.349517,guest
extra-1,-91,2021-11-18 08:34:28.258121,guest-1637224418.349517,guest
extra-1,-90,2021-11-18 08:34:36.966505,guest-1637224418.349517,guest
extra-1,-93,2021-11-18 08:34:51.463131,guest-1637224418.349517,guest
guest,-82,2021-11-18 08:35:08.973717,guest-1637224502.453198,guest
guest,-84,2021-11-18 08:35:13.801586,guest-1637224502.453198,guest
guest,-85,2021-11-18 08:35:16.686990,guest-1637224502.453198,guest
guest,-80,2021-11-18 08:35:24.436819,guest-1637224502.453198,guest
guest,-86,2021-11-18 08:35:27.305276,guest-1637224502.453198,guest
guest,-78,2021-11-18 08:35:31.210264,guest-1637224502.453198,guest
guest,-82,2021-11-18 08:36:09.392698,guest-1637224502.453198,guest
guest,-83,2021-11-18 08:36:12.685107,guest-1637224502.453198,guest
guest,-83,2021-11-18 08:36:13.806347,guest-1637224502.453198,guest
guest,-81,2021-11-18 08:36:22.602314,guest-1637224502.453198,guest
guest,-80,2021-11-18 08:36:29.799653,guest-1637224502.453198,guest
kitchen,-80,2021-11-18 08:35:10.923834,guest-1637224502.453198,guest
kitchen,-83,2021-11-18 08:35:15.739426,guest-1637224502.453198,guest
kitchen,-77,2021-11-18 08:35:24.437654,guest-1637224502.453198,guest
kitchen,-75,2021-11-18 08:35:27.312568,guest-1637224502.453198,guest
kitchen,-68,2021-11-18 08:35:30.505913,guest-1637224502.453198,guest
kitchen,-70,2021-11-18 08:35:31.202378,guest-1637224502.453198,guest
kitchen,-68,2021-11-18 08:35:36.022436,guest-1637224502.453198,guest
kitchen,-79,2021-11-18 08:35:36.968564,guest-1637224502.453198,guest
kitchen,-77,2021-11-18 08:35:49.540334,guest-1637224502.453198,guest
kitchen,-84,2021-11-18 08:36:04.400122,guest-1637224502.453198,guest
kitchen,-86,2021-11-18 08:36:17.085326,guest-1637224502.453198,guest
laundry,-87,2021-11-18 08:35:13.835816,guest-1637224502.453198,guest
laundry,-91,2021-11-18 08:35:21.514472,guest-1637224502.453198,guest
laundry,-90,2021-11-18 08:35:22.492249,guest-1637224502.453198,guest
laundry,-92,2021-11-18 08:35:29.249771,guest-1637224502.453198,guest
laundry,-84,2021-11-18 08:35:30.195819,guest-1637224502.453198,guest
laundry,-90,2021-11-18 08:35:31.196092,guest-1637224502.453198,guest
laundry,-86,2021-11-18 08:35:36.021032,guest-1637224502.453198,guest
extra-1,-87,2021-11-18 08:35:17.694344,guest-1637224502.453198,guest
extra-1,-87,2021-11-18 08:35:40.844392,guest-1637224502.453198,guest
extra-1,-88,2021-11-18 08:35:42.770073,guest-1637224502.453198,guest
extra-1,-91,2021-11-18 08:35:51.470730,guest-1637224502.453198,guest
extra-1,-91,2021-11-18 08:36:05.513128,guest-1637224502.453198,guest
extra-1,-93,2021-11-18 08:36:13.837320,guest-1637224502.453198,guest
extra-1,-90,2021-11-18 08:36:25.369509,guest-1637224502.453198,guest
extra-1,-88,2021-11-18 08:36:29.801242,guest-1637224502.453198,guest
office,-94,2021-11-18 08:35:30.203629,guest-1637224502.453198,guest
office,-94,2021-11-18 08:35:39.899944,guest-1637224502.453198,guest
office,-92,2021-11-18 08:35:44.214023,guest-1637224502.453198,guest
office,-92,2021-11-18 08:35:47.609495,guest-1637224502.453198,guest
office,-94,2021-11-18 08:36:19.850548,guest-1637224502.453198,guest
lobby,-94,2021-11-18 08:35:34.066188,guest-1637224502.453198,guest
kitchen,-80,2021-11-18 08:36:41.342604,guest-1637224600.915573,guest
kitchen,-74,2021-11-18 08:36:50.160295,guest-1637224600.915573,guest
kitchen,-78,2021-11-18 08:36:56.818898,guest-1637224600.915573,guest
kitchen,-77,2021-11-18 08:37:01.018799,guest-1637224600.915573,guest
kitchen,-78,2021-11-18 08:37:03.873977,guest-1637224600.915573,guest
kitchen,-83,2021-11-18 08:37:09.924893,guest-1637224600.915573,guest
kitchen,-80,2021-11-18 08:37:14.933185,guest-1637224600.915573,guest
kitchen,-85,2021-11-18 08:37:52.919700,guest-1637224600.915573,guest
kitchen,-83,2021-11-18 08:38:56.210885,guest-1637224600.915573,guest
kitchen,-83,2021-11-18 08:39:09.928619,guest-1637224600.915573,guest
kitchen,-85,2021-11-18 08:39:14.349964,guest-1637224600.915573,guest
kitchen,-84,2021-11-18 08:39:19.347074,guest-1637224600.915573,guest
guest,-92,2021-11-18 08:36:41.889473,guest-1637224600.915573,guest
guest,-93,2021-11-18 08:36:57.327594,guest-1637224600.915573,guest
guest,-88,2021-11-18 08:37:14.928965,guest-1637224600.915573,guest
guest,-88,2021-11-18 08:37:20.401884,guest-1637224600.915573,guest
guest,-91,2021-11-18 08:37:49.064368,guest-1637224600.915573,guest
guest,-87,2021-11-18 08:37:53.467450,guest-1637224600.915573,guest
guest,-89,2021-11-18 08:37:58.453155,guest-1637224600.915573,guest
guest,-94,2021-11-18 08:38:28.157428,guest-1637224600.915573,guest
guest,-81,2021-11-18 08:38:54.000541,guest-1637224600.915573,guest
guest,-84,2021-11-18 08:38:57.862082,guest-1637224600.915573,guest
guest,-82,2021-11-18 08:39:00.654624,guest-1637224600.915573,guest
guest,-83,2021-11-18 08:39:18.233899,guest-1637224600.915573,guest
office,-91,2021-11-18 08:36:42.987264,guest-1637224600.915573,guest
office,-90,2021-11-18 08:38:08.282947,guest-1637224600.915573,guest
office,-89,2021-11-18 08:38:17.093050,guest-1637224600.915573,guest
office,-88,2021-11-18 08:38:31.975095,guest-1637224600.915573,guest
office,-87,2021-11-18 08:38:35.836102,guest-1637224600.915573,guest
office,-87,2021-11-18 08:38:41.355687,guest-1637224600.915573,guest
office,-87,2021-11-18 08:38:43.543613,guest-1637224600.915573,guest
laundry,-92,2021-11-18 08:37:00.694308,guest-1637224600.915573,guest
laundry,-87,2021-11-18 08:38:48.533381,guest-1637224600.915573,guest
extra-1,-86,2021-11-18 08:38:07.713806,guest-1637224600.915573,guest
extra-1,-86,2021-11-18 08:38:09.921978,guest-1637224600.915573,guest
extra-1,-87,2021-11-18 08:38:13.823552,guest-1637224600.915573,guest
extra-1,-87,2021-11-18 08:38:19.863041,guest-1637224600.915573,guest
extra-1,-86,2021-11-18 08:38:34.725457,guest-1637224600.915573,guest
extra-1,-83,2021-11-18 08:39:16.581013,guest-1637224600.915573,guest
extra-1,-83,2021-11-18 08:39:17.113516,guest-1637224600.915573,guest
extra-1,-83,2021-11-18 08:39:21.521141,guest-1637224600.915573,guest
lobby,-92,2021-11-18 08:38:35.320888,guest-1637224600.915573,guest
kitchen,-68,2021-11-18 08:39:44.144581,guest-1637224782.246573,guest
kitchen,-71,2021-11-18 08:39:52.937942,guest-1637224782.246573,guest
kitchen,-71,2021-11-18 08:39:55.698486,guest-1637224782.246573,guest
kitchen,-67,2021-11-18 08:39:58.775611,guest-1637224782.246573,guest
kitchen,-73,2021-11-18 08:40:09.933391,guest-1637224782.246573,guest
kitchen,-82,2021-11-18 08:40:17.100835,guest-1637224782.246573,guest
kitchen,-84,2021-11-18 08:40:36.966690,guest-1637224782.246573,guest
kitchen,-84,2021-11-18 08:40:57.887535,guest-1637224782.246573,guest
kitchen,-69,2021-11-18 08:41:02.772763,guest-1637224782.246573,guest
kitchen,-67,2021-11-18 08:41:14.345469,guest-1637224782.246573,guest
guest,-83,2021-11-18 08:39:44.149627,guest-1637224782.246573,guest
guest,-79,2021-11-18 08:39:57.356114,guest-1637224782.246573,guest
guest,-75,2021-11-18 08:40:04.404185,guest-1637224782.246573,guest
guest,-76,2021-11-18 08:40:05.532771,guest-1637224782.246573,guest
guest,-76,2021-11-18 08:40:06.040794,guest-1637224782.246573,guest
guest,-80,2021-11-18 08:40:14.346224,guest-1637224782.246573,guest
guest,-80,2021-11-18 08:40:19.294179,guest-1637224782.246573,guest
guest,-79,2021-11-18 08:40:40.250937,guest-1637224782.246573,guest
guest,-78,2021-11-18 08:40:41.372920,guest-1637224782.246573,guest
guest,-77,2021-11-18 08:40:44.135947,guest-1637224782.246573,guest
guest,-77,2021-11-18 08:40:53.483178,guest-1637224782.246573,guest
guest,-76,2021-11-18 08:40:57.358730,guest-1637224782.246573,guest
guest,-71,2021-11-18 08:41:08.825219,guest-1637224782.246573,guest
bedroom,-90,2021-11-18 08:39:53.054577,guest-1637224782.246573,guest
bedroom,-83,2021-11-18 08:41:14.343327,guest-1637224782.246573,guest
bedroom,-83,2021-11-18 08:41:16.018233,guest-1637224782.246573,guest
laundry,-69,2021-11-18 08:40:01.229146,guest-1637224782.246573,guest
laundry,-77,2021-11-18 08:40:11.059395,guest-1637224782.246573,guest
laundry,-77,2021-11-18 08:40:45.800858,guest-1637224782.246573,guest
laundry,-77,2021-11-18 08:40:54.069102,guest-1637224782.246573,guest
laundry,-76,2021-11-18 08:41:01.753363,guest-1637224782.246573,guest
laundry,-70,2021-11-18 08:41:04.421434,guest-1637224782.246573,guest
laundry,-72,2021-11-18 08:41:06.663093,guest-1637224782.246573,guest
laundry,-72,2021-11-18 08:41:18.759488,guest-1637224782.246573,guest
extra-1,-90,2021-11-18 08:40:08.296043,guest-1637224782.246573,guest
extra-1,-86,2021-11-18 08:41:08.301198,guest-1637224782.246573,guest
extra-1,-86,2021-11-18 08:41:14.344292,guest-1637224782.246573,guest
bathroom,-91,2021-11-18 08:41:04.411324,guest-1637224782.246573,guest
bathroom,-92,2021-11-18 08:41:07.182532,guest-1637224782.246573,guest
bathroom,-92,2021-11-18 08:41:18.747812,guest-1637224782.246573,guest
lobby,-92,2021-11-18 08:41:13.832665,guest-1637224782.246573,guest
lobby,-90,2021-11-18 08:41:14.345975,guest-1637224782.246573,guest
laundry,-92,2021-11-18 08:41:40.251003,bedroom-1637224899.441276,bedroom
laundry,-94,2021-11-18 08:41:51.822786,bedroom-1637224899.441276,bedroom
laundry,-90,2021-11-18 08:42:51.429157,bedroom-1637224899.441276,bedroom
laundry,-83,2021-11-18 08:42:52.386953,bedroom-1637224899.441276,bedroom
laundry,-83,2021-11-18 08:42:53.365963,bedroom-1637224899.441276,bedroom
laundry,-83,2021-11-18 08:42:55.318329,bedroom-1637224899.441276,bedroom
laundry,-83,2021-11-18 08:43:02.079002,bedroom-1637224899.441276,bedroom
laundry,-84,2021-11-18 08:43:06.067186,bedroom-1637224899.441276,bedroom
bedroom,-83,2021-11-18 08:41:44.097479,bedroom-1637224899.441276,bedroom
bedroom,-78,2021-11-18 08:41:44.105090,bedroom-1637224899.441276,bedroom
bedroom,-75,2021-11-18 08:41:50.158613,bedroom-1637224899.441276,bedroom
bedroom,-77,2021-11-18 08:41:50.161485,bedroom-1637224899.441276,bedroom
bedroom,-72,2021-11-18 08:41:50.859196,bedroom-1637224899.441276,bedroom
bedroom,-75,2021-11-18 08:41:51.824018,bedroom-1637224899.441276,bedroom
bedroom,-84,2021-11-18 08:42:15.126692,bedroom-1637224899.441276,bedroom
bedroom,-85,2021-11-18 08:42:15.740504,bedroom-1637224899.441276,bedroom
bedroom,-83,2021-11-18 08:42:16.699441,bedroom-1637224899.441276,bedroom
