scanner,rssi,when,position,room
laundry,-82,2021-11-18 08:16:30.336760,laundry-1637223379.434914,laundry
laundry,-75,2021-11-18 08:16:35.257456,laundry-1637223379.434914,laundry
laundry,-75,2021-11-18 08:16:55.638934,laundry-1637223379.434914,laundry
laundry,-73,2021-11-18 08:16:56.760899,laundry-1637223379.434914,laundry
laundry,-79,2021-11-18 08:17:02.803038,laundry-1637223379.434914,laundry
laundry,-81,2021-11-18 08:17:03.929553,laundry-1637223379.434914,laundry
laundry,-83,2021-11-18 08:17:08.333860,laundry-1637223379.434914,laundry
laundry,-75,2021-11-18 08:17:11.617417,laundry-1637223379.434914,laundry
laundry,-87,2021-11-18 08:17:12.752943,laundry-1637223379.434914,laundry
laundry,-65,2021-11-18 08:17:22.090615,laundry-1637223379.434914,laundry
laundry,-72,2021-11-18 08:17:30.892381,laundry-1637223379.434914,laundry
laundry,-66,2021-11-18 08:17:32.020863,laundry-1637223379.434914,laundry
laundry,-76,2021-11-18 08:17:51.859201,laundry-1637223379.434914,laundry
laundry,-66,2021-11-18 08:17:55.160955,laundry-1637223379.434914,laundry
laundry,-69,2021-11-18 08:17:56.265567,laundry-1637223379.434914,laundry
laundry,-80,2021-11-18 08:18:09.879256,laundry-1637223379.434914,laundry
laundry,-80,2021-11-18 08:18:15.402081,laundry-1637223379.434914,laundry
laundry,-69,2021-11-18 08:18:28.635463,laundry-1637223379.434914,laundry
laundry,-73,2021-11-18 08:18:31.932690,laundry-1637223379.434914,laundry
laundry,-80,2021-11-18 08:18:38.032843,laundry-1637223379.434914,laundry
extra-1,-89,2021-11-18 08:16:23.684342,laundry-1637223379.434914,laundry
extra-1,-92,2021-11-18 08:16:25.342834,laundry-1637223379.434914,laundry
extra-1,-95,2021-11-18 08:18:03.317642,laundry-1637223379.434914,laundry
extra-1,-91,2021-11-18 08:18:22.569309,laundry-1637223379.434914,laundry
extra-1,-91,2021-11-18 08:18:28.111234,laundry-1637223379.434914,laundry
extra-1,-96,2021-11-18 08:18:31.938521,laundry-1637223379.434914,laundry
extra-1,-90,2021-11-18 08:18:38.555840,laundry-1637223379.434914,laundry
extra-1,-97,2021-11-18 08:18:42.439251,laundry-1637223379.434914,laundry
lobby,-90,2021-11-18 08:16:33.628164,laundry-1637223379.434914,laundry
lobby,-87,2021-11-18 08:16:42.965701,laundry-1637223379.434914,laundry
lobby,-78,2021-11-18 08:17:07.233057,laundry-1637223379.434914,laundry
lobby,-84,2021-11-18 08:17:11.614466,laundry-1637223379.434914,laundry
lobby,-79,2021-11-18 08:18:17.049575,laundry-1637223379.434914,laundry
lobby,-78,2021-11-18 08:18:18.165863,laundry-1637223379.434914,laundry
lobby,-77,2021-11-18 08:18:38.597540,laundry-1637223379.434914,laundry
kitchen,-81,2021-11-18 08:16:38.017413,laundry-1637223379.434914,laundry
kitchen,-89,2021-11-18 08:16:41.923045,laundry-1637223379.434914,laundry
kitchen,-84,2021-11-18 08:16:56.764446,laundry-1637223379.434914,laundry
kitchen,-88,2021-11-18 08:18:09.891409,laundry-1637223379.434914,laundry
kitchen,-86,2021-11-18 08:18:42.966566,laundry-1637223379.434914,laundry
guest,-91,2021-11-18 08:16:54.005771,laundry-1637223379.434914,laundry
guest,-88,2021-11-18 08:16:58.954723,laundry-1637223379.434914,laundry
guest,-90,2021-11-18 08:17:19.900418,laundry-1637223379.434914,laundry
guest,-93,2021-11-18 08:18:04.967005,laundry-1637223379.434914,laundry
guest,-89,2021-11-18 08:18:08.242131,laundry-1637223379.434914,laundry
guest,-89,2021-11-18 08:18:12.650601,laundry-1637223379.434914,laundry
guest,-92,2021-11-18 08:18:34.690803,laundry-1637223379.434914,laundry
guest,-94,2021-11-18 08:18:44.073173,laundry-1637223379.434914,laundry
bathroom,-87,2021-11-18 08:16:58.406364,laundry-1637223379.434914,laundry
bathroom,-88,2021-11-18 08:17:00.045797,laundry-1637223379.434914,laundry
bathroom,-85,2021-11-18 08:18:12.649292,laundry-1637223379.434914,laundry
bathroom,-91,2021-11-18 08:18:32.503053,laundry-1637223379.434914,laundry
bathroom,-91,2021-11-18 08:18:36.905646,laundry-1637223379.434914,laundry
lobby,-78,2021-11-18 08:18:54.011850,laundry-1637223528.455919,laundry
lobby,-96,2021-11-18 08:18:57.285247,laundry-1637223528.455919,laundry
lobby,-89,2021-11-18 08:19:01.690391,laundry-1637223528.455919,laundry
lobby,-89,2021-11-18 08:19:25.975305,laundry-1637223528.455919,laundry
lobby,-95,2021-11-18 08:19:37.020319,laundry-1637223528.455919,laundry
lobby,-84,2021-11-18 08:19:57.905538,laundry-1637223528.455919,laundry
bathroom,-87,2021-11-18 08:19:04.459459,laundry-1637223528.455919,laundry
bathroom,-96,2021-11-18 08:19:13.272771,laundry-1637223528.455919,laundry
bathroom,-88,2021-11-18 08:19:33.662815,laundry-1637223528.455919,laundry
bathroom,-89,2021-11-18 08:19:37.884440,laundry-1637223528.455919,laundry
bathroom,-91,2021-11-18 08:19:41.941042,laundry-1637223528.455919,laundry
bathroom,-88,2021-11-18 08:19:43.578950,laundry-1637223528.455919,laundry
bathroom,-81,2021-11-18 08:20:13.806516,laundry-1637223528.455919,laundry
kitchen,-86,2021-11-18 08:19:07.231337,laundry-1637223528.455919,laundry
kitchen,-92,2021-11-18 08:19:08.862716,laundry-1637223528.455919,laundry
kitchen,-87,2021-11-18 08:19:13.278489,laundry-1637223528.455919,laundry
kitchen,-88,2021-11-18 08:19:13.824623,laundry-1637223528.455919,laundry
kitchen,-89,2021-11-18 08:19:17.163398,laundry-1637223528.455919,laundry
kitchen,-83,2021-11-18 08:19:31.486840,laundry-1637223528.455919,laundry
kitchen,-90,2021-11-18 08:19:35.313756,laundry-1637223528.455919,laundry
kitchen,-82,2021-11-18 08:19:44.695555,laundry-1637223528.455919,laundry
kitchen,-85,2021-11-18 08:20:13.265550,laundry-1637223528.455919,laundry
kitchen,-84,2021-11-18 08:20:18.798709,laundry-1637223528.455919,laundry
laundry,-76,2021-11-18 08:19:09.982523,laundry-1637223528.455919,laundry
laundry,-75,2021-11-18 08:19:17.158522,laundry-1637223528.455919,laundry
laundry,-78,2021-11-18 08:19:27.083704,laundry-1637223528.455919,laundry
laundry,-79,2021-11-18 08:19:47.461647,laundry-1637223528.455919,laundry
laundry,-81,2021-11-18 08:20:10.501912,laundry-1637223528.455919,laundry
laundry,-81,2021-11-18 08:20:12.244951,laundry-1637223528.455919,laundry
laundry,-82,2021-11-18 08:20:16.561936,laundry-1637223528.455919,laundry
laundry,-81,2021-11-18 08:20:20.437104,laundry-1637223528.455919,laundry
guest,-92,2021-11-18 08:19:09.985412,laundry-1637223528.455919,laundry
guest,-88,2021-11-18 08:19:14.389818,laundry-1637223528.455919,laundry
guest,-80,2021-11-18 08:19:25.992883,laundry-1637223528.455919,laundry
guest,-81,2021-11-18 08:19:41.939482,laundry-1637223528.455919,laundry
guest,-84,2021-11-18 08:20:09.404807,laundry-1637223528.455919,laundry
extra-1,-90,2021-11-18 08:19:23.201965,laundry-1637223528.455919,laundry
extra-1,-91,2021-11-18 08:19:28.729058,laundry-1637223528.455919,laundry
extra-1,-92,2021-11-18 08:19:34.763277,laundry-1637223528.455919,laundry
extra-1,-86,2021-11-18 08:19:38.657565,laundry-1637223528.455919,laundry
extra-1,-88,2021-11-18 08:19:47.461999,laundry-1637223528.455919,laundry
extra-1,-80,2021-11-18 08:19:54.627693,laundry-1637223528.455919,laundry
extra-1,-87,2021-11-18 08:20:00.683636,laundry-1637223528.455919,laundry
extra-1,-88,2021-11-18 08:20:01.206921,laundry-1637223528.455919,laundry
bedroom,-91,2021-11-18 08:19:59.011891,laundry-1637223528.455919,laundry
guest,-80,2021-11-18 08:21:03.851378,kitchen-1637223656.993929,kitchen
guest,-79,2021-11-18 08:21:04.386974,kitchen-1637223656.993929,kitchen
guest,-77,2021-11-18 08:21:12.661746,kitchen-1637223656.993929,kitchen
guest,-77,2021-11-18 08:21:17.065480,kitchen-1637223656.993929,kitchen
guest,-76,2021-11-18 08:21:20.361242,kitchen-1637223656.993929,kitchen
guest,-82,2021-11-18 08:21:34.677039,kitchen-1637223656.993929,kitchen
guest,-81,2021-11-18 08:21:41.745492,kitchen-1637223656.993929,kitchen
guest,-81,2021-11-18 08:21:42.676189,kitchen-1637223656.993929,kitchen
guest,-92,2021-11-18 08:21:43.686132,kitchen-1637223656.993929,kitchen
guest,-86,2021-11-18 08:21:44.608408,kitchen-1637223656.993929,kitchen
guest,-79,2021-11-18 08:21:46.568677,kitchen-1637223656.993929,kitchen
kitchen,-84,2021-11-18 08:21:04.977893,kitchen-1637223656.993929,kitchen
kitchen,-81,2021-11-18 08:21:33.045330,kitchen-1637223656.993929,kitchen
kitchen,-83,2021-11-18 08:21:37.860574,kitchen-1637223656.993929,kitchen
kitchen,-82,2021-11-18 08:21:39.795849,kitchen-1637223656.993929,kitchen
kitchen,-75,2021-11-18 08:21:46.554017,kitchen-1637223656.993929,kitchen
kitchen,-74,2021-11-18 08:21:49.429875,kitchen-1637223656.993929,kitchen
kitchen,-76,2021-11-18 08:21:51.366609,kitchen-1637223656.993929,kitchen
lobby,-96,2021-11-18 08:21:06.616882,kitchen-1637223656.993929,kitchen
lobby,-81,2021-11-18 08:21:15.424827,kitchen-1637223656.993929,kitchen
lobby,-90,2021-11-18 08:21:30.285297,kitchen-1637223656.993929,kitchen
extra-1,-94,2021-11-18 08:21:08.258809,kitchen-1637223656.993929,kitchen
extra-1,-81,2021-11-18 08:21:22.594958,kitchen-1637223656.993929,kitchen
extra-1,-83,2021-11-18 08:21:30.278931,kitchen-1637223656.993929,kitchen
extra-1,-84,2021-11-18 08:21:36.361322,kitchen-1637223656.993929,kitchen
extra-1,-80,2021-11-18 08:21:37.852839,kitchen-1637223656.993929,kitchen
extra-1,-90,2021-11-18 08:21:46.364400,kitchen-1637223656.993929,kitchen
extra-1,-85,2021-11-18 08:21:52.324168,kitchen-1637223656.993929,kitchen
extra-1,-85,2021-11-18 08:21:53.321099,kitchen-1637223656.993929,kitchen
bathroom,-88,2021-11-18 08:21:11.554547,kitchen-1637223656.993929,kitchen
bathroom,-89,2021-11-18 08:21:17.062258,kitchen-1637223656.993929,kitchen
bathroom,-88,2021-11-18 08:21:20.360436,kitchen-1637223656.993929,kitchen
laundry,-73,2021-11-18 08:21:13.784585,kitchen-1637223656.993929,kitchen
laundry,-73,2021-11-18 08:21:14.325072,kitchen-1637223656.993929,kitchen
laundry,-75,2021-11-18 08:21:15.424076,kitchen-1637223656.993929,kitchen
laundry,-71,2021-11-18 08:21:22.592275,kitchen-1637223656.993929,kitchen
laundry,-66,2021-11-18 08:21:27.516050,kitchen-1637223656.993929,kitchen
laundry,-66,2021-11-18 08:21:34.685474,kitchen-1637223656.993929,kitchen
laundry,-66,2021-11-18 08:21:37.873411,kitchen-1637223656.993929,kitchen
laundry,-66,2021-11-18 08:21:38.806040,kitchen-1637223656.993929,kitchen
laundry,-70,2021-11-18 08:21:42.684117,kitchen-1637223656.993929,kitchen
laundry,-69,2021-11-18 08:21:49.422585,kitchen-1637223656.993929,kitchen
bedroom,-90,2021-11-18 08:21:24.239818,kitchen-1637223656.993929,kitchen
bedroom,-91,2021-11-18 08:21:47.908180,kitchen-1637223656.993929,kitchen
laundry,-64,2021-11-18 08:22:01.001958,kitchen-1637223720.870339,kitchen
laundry,-74,2021-11-18 08:22:02.017059,kitchen-1637223720.870339,kitchen
laundry,-81,2021-11-18 08:22:04.190334,kitchen-1637223720.870339,kitchen
laundry,-79,2021-11-18 08:22:06.111858,kitchen-1637223720.870339,kitchen
laundry,-70,2021-11-18 08:22:07.078642,kitchen-1637223720.870339,kitchen
laundry,-79,2021-11-18 08:22:09.011857,kitchen-1637223720.870339,kitchen
laundry,-73,2021-11-18 08:22:16.762803,kitchen-1637223720.870339,kitchen
laundry,-76,2021-11-18 08:22:19.648073,kitchen-1637223720.870339,kitchen
laundry,-72,2021-11-18 08:22:21.590037,kitchen-1637223720.870339,kitchen
laundry,-71,2021-11-18 08:22:22.598660,kitchen-1637223720.870339,kitchen
lobby,-80,2021-11-18 08:22:01.005866,kitchen-1637223720.870339,kitchen
lobby,-86,2021-11-18 08:22:14.816012,kitchen-1637223720.870339,kitchen
lobby,-90,2021-11-18 08:22:19.643081,kitchen-1637223720.870339,kitchen
kitchen,-74,2021-11-18 08:22:06.119802,kitchen-1637223720.870339,kitchen
kitchen,-70,2021-11-18 08:22:24.477343,kitchen-1637223720.870339,kitchen
kitchen,-93,2021-11-18 08:22:26.410987,kitchen-1637223720.870339,kitchen
extra-1,-76,2021-11-18 08:22:07.138021,kitchen-1637223720.870339,kitchen
extra-1,-78,2021-11-18 08:22:19.730823,kitchen-1637223720.870339,kitchen
extra-1,-76,2021-11-18 08:22:21.574790,kitchen-1637223720.870339,kitchen
extra-1,-77,2021-11-18 08:22:22.599571,kitchen-1637223720.870339,kitchen
extra-1,-77,2021-11-18 08:22:23.524253,kitchen-1637223720.870339,kitchen
extra-1,-77,2021-11-18 08:22:25.466689,kitchen-1637223720.870339,kitchen
extra-1,-78,2021-11-18 08:22:26.402604,kitchen-1637223720.870339,kitchen
extra-1,-74,2021-11-18 08:22:28.341886,kitchen-1637223720.870339,kitchen
bedroom,-87,2021-11-18 08:22:10.001396,kitchen-1637223720.870339,kitchen
bedroom,-85,2021-11-18 08:22:12.904291,kitchen-1637223720.870339,kitchen
bedroom,-87,2021-11-18 08:22:13.868590,kitchen-1637223720.870339,kitchen
bedroom,-88,2021-11-18 08:22:16.745586,kitchen-1637223720.870339,kitchen
bedroom,-90,2021-11-18 08:22:22.033413,kitchen-1637223720.870339,kitchen
bedroom,-89,2021-11-18 08:22:22.600221,kitchen-1637223720.870339,kitchen
bedroom,-91,2021-11-18 08:22:23.541748,kitchen-1637223720.870339,kitchen
bedroom,-90,2021-11-18 08:22:26.411743,kitchen-1637223720.870339,kitchen
bedroom,-92,2021-11-18 08:22:28.333036,kitchen-1637223720.870339,kitchen
guest,-78,2021-11-18 08:22:14.819742,kitchen-1637223720.870339,kitchen
guest,-80,2021-11-18 08:22:23.525024,kitchen-1637223720.870339,kitchen
guest,-81,2021-11-18 08:22:26.398089,kitchen-1637223720.870339,kitchen
guest,-76,2021-11-18 08:22:28.340846,kitchen-1637223720.870339,kitchen
bathroom,-94,2021-11-18 08:22:19.647289,kitchen-1637223720.870339,kitchen
lobby,-93,2021-11-18 08:22:48.609805,kitchen-1637223759.627233,kitchen
lobby,-95,2021-11-18 08:23:14.824995,kitchen-1637223759.627233,kitchen
lobby,-94,2021-11-18 08:23:40.937831,kitchen-1637223759.627233,kitchen
guest,-81,2021-11-18 08:22:48.613416,kitchen-1637223759.627233,kitchen
guest,-84,2021-11-18 08:23:02.139150,kitchen-1637223759.627233,kitchen
guest,-75,2021-11-18 08:23:10.021699,kitchen-1637223759.627233,kitchen
guest,-82,2021-11-18 08:23:12.885340,kitchen-1637223759.627233,kitchen
guest,-85,2021-11-18 08:23:21.586307,kitchen-1637223759.627233,kitchen
guest,-84,2021-11-18 08:23:30.286919,kitchen-1637223759.627233,kitchen
guest,-79,2021-11-18 08:23:34.512279,kitchen-1637223759.627233,kitchen
guest,-76,2021-11-18 08:23:40.947567,kitchen-1637223759.627233,kitchen
bedroom,-80,2021-11-18 08:22:49.474218,kitchen-1637223759.627233,kitchen
bedroom,-79,2021-11-18 08:22:55.480230,kitchen-1637223759.627233,kitchen
bedroom,-79,2021-11-18 08:22:57.308184,kitchen-1637223759.627233,kitchen
bedroom,-83,2021-11-18 08:23:00.191360,kitchen-1637223759.627233,kitchen
bedroom,-87,2021-11-18 08:23:05.170018,kitchen-1637223759.627233,kitchen
bedroom,-91,2021-11-18 08:23:32.228637,kitchen-1637223759.627233,kitchen
bedroom,-82,2021-11-18 08:23:41.256706,kitchen-1637223759.627233,kitchen
bedroom,-80,2021-11-18 08:23:41.880744,kitchen-1637223759.627233,kitchen
extra-1,-79,2021-11-18 08:22:57.313094,kitchen-1637223759.627233,kitchen
extra-1,-92,2021-11-18 08:23:02.164909,kitchen-1637223759.627233,kitchen
extra-1,-83,2021-11-18 08:23:07.081635,kitchen-1637223759.627233,kitchen
laundry,-77,2021-11-18 08:23:00.211270,kitchen-1637223759.627233,kitchen
laundry,-78,2021-11-18 08:23:05.198080,kitchen-1637223759.627233,kitchen
laundry,-76,2021-11-18 08:23:10.011859,kitchen-1637223759.627233,kitchen
laundry,-78,2021-11-18 08:23:11.957829,kitchen-1637223759.627233,kitchen
laundry,-78,2021-11-18 08:23:14.827156,kitchen-1637223759.627233,kitchen
laundry,-87,2021-11-18 08:23:15.773359,kitchen-1637223759.627233,kitchen
laundry,-72,2021-11-18 08:23:28.349781,kitchen-1637223759.627233,kitchen
laundry,-87,2021-11-18 08:23:41.879919,kitchen-1637223759.627233,kitchen
bathroom,-83,2021-11-18 08:23:06.129573,kitchen-1637223759.627233,kitchen
bathroom,-82,2021-11-18 08:23:15.781267,kitchen-1637223759.627233,kitchen
bathroom,-87,2021-11-18 08:23:28.341850,kitchen-1637223759.627233,kitchen
bathroom,-90,2021-11-18 08:23:36.133250,kitchen-1637223759.627233,kitchen
kitchen,-81,2021-11-18 08:23:21.582284,kitchen-1637223759.627233,kitchen
kitchen,-79,2021-11-18 08:23:40.936805,kitchen-1637223759.627233,kitchen
extra-1,-72,2021-11-18 08:23:48.626784,kitchen-1637223827.555968,kitchen
extra-1,-69,2021-11-18 08:23:50.565557,kitchen-1637223827.555968,kitchen
extra-1,-75,2021-11-18 08:23:52.930906,kitchen-1637223827.555968,kitchen
extra-1,-73,2021-11-18 08:24:02.148262,kitchen-1637223827.555968,kitchen
extra-1,-79,2021-11-18 08:24:04.191417,kitchen-1637223827.555968,kitchen
extra-1,-81,2021-11-18 08:24:08.076100,kitchen-1637223827.555968,kitchen
extra-1,-73,2021-11-18 08:24:10.949643,kitchen-1637223827.555968,kitchen
extra-1,-71,2021-11-18 08:24:18.724672,kitchen-1637223827.555968,kitchen
extra-1,-76,2021-11-18 08:24:19.644152,kitchen-1637223827.555968,kitchen
extra-1,-79,2021-11-18 08:24:23.535101,kitchen-1637223827.555968,kitchen
extra-1,-77,2021-11-18 08:24:24.484478,kitchen-1637223827.555968,kitchen
extra-1,-83,2021-11-18 08:24:25.441001,kitchen-1637223827.555968,kitchen
bathroom,-84,2021-11-18 08:23:48.637169,kitchen-1637223827.555968,kitchen
bathroom,-93,2021-11-18 08:24:00.198700,kitchen-1637223827.555968,kitchen
bathroom,-91,2021-11-18 08:24:14.831947,kitchen-1637223827.555968,kitchen
guest,-79,2021-11-18 08:23:50.562225,kitchen-1637223827.555968,kitchen
guest,-84,2021-11-18 08:23:51.527666,kitchen-1637223827.555968,kitchen
guest,-77,2021-11-18 08:24:04.197542,kitchen-1637223827.555968,kitchen
guest,-83,2021-11-18 08:24:14.831220,kitchen-1637223827.555968,kitchen
guest,-83,2021-11-18 08:24:17.707299,kitchen-1637223827.555968,kitchen
guest,-84,2021-11-18 08:24:19.663656,kitchen-1637223827.555968,kitchen
guest,-74,2021-11-18 08:24:20.613717,kitchen-1637223827.555968,kitchen
guest,-81,2021-11-18 08:24:21.589717,kitchen-1637223827.555968,kitchen
guest,-91,2021-11-18 08:24:24.469427,kitchen-1637223827.555968,kitchen
lobby,-87,2021-11-18 08:23:52.511359,kitchen-1637223827.555968,kitchen
lobby,-96,2021-11-18 08:23:57.321729,kitchen-1637223827.555968,kitchen
lobby,-91,2021-11-18 08:24:00.200326,kitchen-1637223827.555968,kitchen
lobby,-96,2021-11-18 08:24:02.149224,kitchen-1637223827.555968,kitchen
lobby,-88,2021-11-18 08:24:21.597481,kitchen-1637223827.555968,kitchen
kitchen,-96,2021-11-18 08:23:55.380415,kitchen-1637223827.555968,kitchen
kitchen,-82,2021-11-18 08:23:57.330454,kitchen-1637223827.555968,kitchen
kitchen,-90,2021-11-18 08:24:10.954051,kitchen-1637223827.555968,kitchen
kitchen,-94,2021-11-18 08:24:12.886196,kitchen-1637223827.555968,kitchen
kitchen,-86,2021-11-18 08:24:13.838844,kitchen-1637223827.555968,kitchen
kitchen,-91,2021-11-18 08:24:23.535917,kitchen-1637223827.555968,kitchen
kitchen,-84,2021-11-18 08:24:28.360883,kitchen-1637223827.555968,kitchen
kitchen,-91,2021-11-18 08:24:30.405696,kitchen-1637223827.555968,kitchen
laundry,-73,2021-11-18 08:23:55.389226,kitchen-1637223827.555968,kitchen
laundry,-80,2021-11-18 08:23:57.320537,kitchen-1637223827.555968,kitchen
laundry,-84,2021-11-18 08:24:08.072310,kitchen-1637223827.555968,kitchen
laundry,-82,2021-11-18 08:24:10.029135,kitchen-1637223827.555968,kitchen
laundry,-90,2021-11-18 08:24:12.885305,kitchen-1637223827.555968,kitchen
laundry,-82,2021-11-18 08:24:24.456864,kitchen-1637223827.555968,kitchen
bedroom,-85,2021-11-18 08:24:06.769642,kitchen-1637223827.555968,kitchen
bedroom,-87,2021-11-18 08:24:06.774204,kitchen-1637223827.555968,kitchen
bedroom,-86,2021-11-18 08:24:06.776320,kitchen-1637223827.555968,kitchen
bathroom,-77,2021-11-18 08:24:47.812798,kitchen-1637223887.142044,kitchen
bathroom,-89,2021-11-18 08:25:06.154365,kitchen-1637223887.142044,kitchen
bathroom,-88,2021-11-18 08:25:18.666445,kitchen-1637223887.142044,kitchen
bathroom,-86,2021-11-18 08:25:44.749583,kitchen-1637223887.142044,kitchen
laundry,-78,2021-11-18 08:24:48.357129,kitchen-1637223887.142044,kitchen
laundry,-86,2021-11-18 08:24:57.532768,kitchen-1637223887.142044,kitchen
laundry,-88,2021-11-18 08:24:58.477945,kitchen-1637223887.142044,kitchen
laundry,-91,2021-11-18 08:25:12.903357,kitchen-1637223887.142044,kitchen
laundry,-87,2021-11-18 08:25:22.536424,kitchen-1637223887.142044,kitchen
laundry,-83,2021-11-18 08:25:31.226798,kitchen-1637223887.142044,kitchen
laundry,-80,2021-11-18 08:25:50.582144,kitchen-1637223887.142044,kitchen
laundry,-81,2021-11-18 08:26:01.751298,kitchen-1637223887.142044,kitchen
laundry,-88,2021-11-18 08:26:02.149115,kitchen-1637223887.142044,kitchen
kitchen,-85,2021-11-18 08:24:48.876412,kitchen-1637223887.142044,kitchen
kitchen,-81,2021-11-18 08:25:35.115039,kitchen-1637223887.142044,kitchen
kitchen,-80,2021-11-18 08:25:36.068590,kitchen-1637223887.142044,kitchen
guest,-87,2021-11-18 08:24:55.619243,kitchen-1637223887.142044,kitchen
guest,-79,2021-11-18 08:24:58.483159,kitchen-1637223887.142044,kitchen
guest,-78,2021-11-18 08:25:12.902462,kitchen-1637223887.142044,kitchen
guest,-90,2021-11-18 08:25:27.370578,kitchen-1637223887.142044,kitchen
guest,-79,2021-11-18 08:25:37.163702,kitchen-1637223887.142044,kitchen
guest,-80,2021-11-18 08:25:44.739693,kitchen-1637223887.142044,kitchen
guest,-80,2021-11-18 08:25:47.649376,kitchen-1637223887.142044,kitchen
guest,-81,2021-11-18 08:26:02.156378,kitchen-1637223887.142044,kitchen
extra-1,-92,2021-11-18 08:25:10.949118,kitchen-1637223887.142044,kitchen
extra-1,-79,2021-11-18 08:25:12.913254,kitchen-1637223887.142044,kitchen
extra-1,-81,2021-11-18 08:25:17.713543,kitchen-1637223887.142044,kitchen
extra-1,-78,2021-11-18 08:25:23.547509,kitchen-1637223887.142044,kitchen
extra-1,-81,2021-11-18 08:25:33.176177,kitchen-1637223887.142044,kitchen
extra-1,-83,2021-11-18 08:25:45.714379,kitchen-1637223887.142044,kitchen
extra-1,-83,2021-11-18 08:25:46.693575,kitchen-1637223887.142044,kitchen
extra-1,-75,2021-11-18 08:25:47.635761,kitchen-1637223887.142044,kitchen
extra-1,-82,2021-11-18 08:25:53.445529,kitchen-1637223887.142044,kitchen
extra-1,-79,2021-11-18 08:26:00.206435,kitchen-1637223887.142044,kitchen
lobby,-91,2021-11-18 08:25:19.651724,kitchen-1637223887.142044,kitchen
lobby,-92,2021-11-18 08:25:35.113998,kitchen-1637223887.142044,kitchen
lobby,-87,2021-11-18 08:25:39.927643,kitchen-1637223887.142044,kitchen
lobby,-89,2021-11-18 08:25:51.531427,kitchen-1637223887.142044,kitchen
bedroom,-90,2021-11-18 08:25:34.161674,kitchen-1637223887.142044,kitchen
extra-1,-80,2021-11-18 08:26:36.972598,kitchen-1637223993.488225,kitchen
extra-1,-74,2021-11-18 08:26:38.912352,kitchen-1637223993.488225,kitchen
extra-1,-75,2021-11-18 08:26:39.832215,kitchen-1637223993.488225,kitchen
extra-1,-74,2021-11-18 08:26:41.781500,kitchen-1637223993.488225,kitchen
extra-1,-76,2021-11-18 08:26:50.481553,kitchen-1637223993.488225,kitchen
extra-1,-79,2021-11-18 08:26:52.469855,kitchen-1637223993.488225,kitchen
extra-1,-74,2021-11-18 08:26:53.376860,kitchen-1637223993.488225,kitchen
extra-1,-78,2021-11-18 08:26:57.247983,kitchen-1637223993.488225,kitchen
extra-1,-75,2021-11-18 08:26:58.201141,kitchen-1637223993.488225,kitchen
extra-1,-82,2021-11-18 08:26:59.211156,kitchen-1637223993.488225,kitchen
extra-1,-75,2021-11-18 08:27:02.263485,kitchen-1637223993.488225,kitchen
extra-1,-85,2021-11-18 08:27:03.281786,kitchen-1637223993.488225,kitchen
extra-1,-79,2021-11-18 08:27:04.214348,kitchen-1637223993.488225,kitchen
extra-1,-86,2021-11-18 08:27:15.788909,kitchen-1637223993.488225,kitchen
extra-1,-73,2021-11-18 08:27:17.746288,kitchen-1637223993.488225,kitchen
extra-1,-74,2021-11-18 08:27:19.666301,kitchen-1637223993.488225,kitchen
bedroom,-84,2021-11-18 08:26:38.372534,kitchen-1637223993.488225,kitchen
bedroom,-89,2021-11-18 08:26:44.359003,kitchen-1637223993.488225,kitchen
bedroom,-90,2021-11-18 08:26:44.360343,kitchen-1637223993.488225,kitchen
bedroom,-87,2021-11-18 08:26:45.133165,kitchen-1637223993.488225,kitchen
bedroom,-88,2021-11-18 08:27:01.129753,kitchen-1637223993.488225,kitchen
bedroom,-86,2021-11-18 08:27:02.061610,kitchen-1637223993.488225,kitchen
bedroom,-87,2021-11-18 08:27:10.011146,kitchen-1637223993.488225,kitchen
bedroom,-92,2021-11-18 08:27:17.744163,kitchen-1637223993.488225,kitchen
bedroom,-90,2021-11-18 08:27:19.663950,kitchen-1637223993.488225,kitchen
laundry,-77,2021-11-18 08:26:39.841735,kitchen-1637223993.488225,kitchen
laundry,-81,2021-11-18 08:26:50.831161,kitchen-1637223993.488225,kitchen
laundry,-72,2021-11-18 08:26:50.833765,kitchen-1637223993.488225,kitchen
laundry,-70,2021-11-18 08:26:51.432414,kitchen-1637223993.488225,kitchen
laundry,-73,2021-11-18 08:26:59.214650,kitchen-1637223993.488225,kitchen
laundry,-75,2021-11-18 08:27:10.970239,kitchen-1637223993.488225,kitchen
laundry,-81,2021-11-18 08:27:19.667311,kitchen-1637223993.488225,kitchen
laundry,-70,2021-11-18 08:27:22.560577,kitchen-1637223993.488225,kitchen
guest,-80,2021-11-18 08:26:45.669391,kitchen-1637223993.488225,kitchen
guest,-87,2021-11-18 08:26:52.438952,kitchen-1637223993.488225,kitchen
guest,-79,2021-11-18 08:26:53.373678,kitchen-1637223993.488225,kitchen
guest,-81,2021-11-18 08:26:59.186148,kitchen-1637223993.488225,kitchen
guest,-84,2021-11-18 08:27:09.016139,kitchen-1637223993.488225,kitchen
guest,-81,2021-11-18 08:27:19.676233,kitchen-1637223993.488225,kitchen
guest,-80,2021-11-18 08:27:21.612915,kitchen-1637223993.488225,kitchen
kitchen,-85,2021-11-18 08:26:48.543749,kitchen-1637223993.488225,kitchen
kitchen,-73,2021-11-18 08:26:54.373623,kitchen-1637223993.488225,kitchen
